gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11	cell_cluster_12
26	orphan-peak-10355	0.297841336775392	-0.0797207157312762	-0.331821171904819	0.482305778241076	-0.34540543746647	-0.351022657902501	-0.279857437330658	-0.23497819969996	-0.324635073687459	-0.329397291475039	-0.183154552988691	-0.268286903152969	-0.193422449517924
27	orphan-peak-10377	-0.00209340068988823	-0.0233537439210346	-0.0758521785801987	0.157069687679447	-0.0209642223867935	-0.0435862835370077	-0.030106693633586	-0.00756408248939719	-0.00959184039772686	0.0462871975251291	-0.0977235218145756	-0.0271354886969224	-0.095913831255044
28	orphan-peak-10381	-0.340641488587651	-0.000398191986279606	-0.259274555677744	-0.317795791990386	0.01517213230643	-0.265508081939638	-0.225404690208447	-0.25281187878199	2.56551126376876	-0.272873161856299	-0.125964619678929	-0.232333775943927	-0.279547513637569
29	orphan-peak-10387	-0.0281525160938442	-0.16784574044384	0.15455544499827	0.0625880700937213	0.124915076587888	-0.102574852819505	0.000888778442043964	0.00230221426553953	-0.089368264206493	0.130264004154815	-0.0150625955613262	-0.116170351800669	-0.135316258823595
30	orphan-peak-10393	0.0986384006794753	0.166016393356396	-0.132278208853229	0.0161890854219235	-0.109770776817548	0.0764598328672911	-0.127815431321303	-0.175088490602727	-0.130475105770585	-0.173993886637871	-0.17387618429129	-0.15117619516566	-0.0741740834923344
31	orphan-peak-10403	-0.147058652885669	0.0243854090795079	-0.12346548648398	-0.112754190195118	0.0411782082336014	-0.155774921360449	0.254099187536634	1.0156599519148	0.0712746502430241	-0.110423458645663	-0.120533020005765	-0.0848246740083037	0.515862235451899
32	orphan-peak-1041	-0.528157519841871	-0.0161480186511462	-0.160882716139802	0.219299941177278	0.585291670176013	0.386905612918228	-0.239027236990363	0.0470320501324702	0.17440300237736	0.261691888296717	0.510443885447377	0.278181933329555	-0.308593994996642
33	orphan-peak-10410	0.147031481411131	0.011972490686708	-0.102274057745437	-0.0354538051298668	-0.0878481426944624	-0.0173965518163449	0.0405442855086142	0.0904503891084205	-0.0856547272097116	-0.124547809130149	-0.0794436209495307	-0.157605724690253	0.0945544330130045
34	orphan-peak-10428	-0.0306563895499518	-0.078903154864904	0.0746735860966891	0.0261628139812138	-0.0786646318145596	0.0934279799161918	-0.0582823838767296	0.178568381904007	-0.087871881865789	0.0310065520403656	0.00748556439780118	0.0258933644021149	-0.0362294782622967
35	orphan-peak-1043	0.0610224439015566	-0.0864469007139227	-0.00625937224397019	0.0693495835774528	-0.0886454877481843	-0.0187590556262748	-0.0639481064025019	-0.0957246978262968	0.118523520797945	-0.00364503276095826	0.0869489525647063	-0.0703949677860618	-0.013510138181813
36	orphan-peak-10438	-0.0581639788587418	0.0693144121445819	-0.118116177174026	0.307629471646004	-0.0870039210732407	-0.122548967800243	-0.0889185271168939	-0.152858428060479	-0.0375413664869837	-0.135920510040963	-0.0789548355037093	-0.116801537315817	-0.113759669136209
37	orphan-peak-10440	-0.0548569294001977	0.2155218464943	-0.192071126645988	0.21061417919473	-0.102969928972565	-0.166370520283604	-0.165039181507796	-0.0313640176569379	-0.116209294570712	-0.158860691910067	-0.0535325036543616	-0.107131702504395	0.176367557185423
38	orphan-peak-10441	-0.0540098427459354	0.351839283323868	-0.24398497925565	0.246978939490549	-0.10632033309573	-0.244375926714169	-0.199327083292035	-0.204800460203759	-0.158423648524561	-0.283549097065471	-0.232018030795529	-0.234391921747558	-0.000367373261127346
39	orphan-peak-10443	-0.162468977419809	-0.0955053543318142	-0.122595716433006	-0.167486038122834	0.901066640665042	-0.0681217521579016	-0.176473791355391	-0.0895798489915507	0.988769925283295	-0.197765246736385	-0.176504967275138	-0.0704223496793839	0.670850176946742
40	orphan-peak-10444	-0.0454915318241991	-0.224422540408161	-0.0965368034458425	0.0343894087017632	0.916165906079416	-0.350250701344094	-0.393676233081011	-0.0974065336906287	0.237108852752924	-0.188211152016911	0.691907141832192	-0.195768896470596	-0.349507664800545
41	orphan-peak-10462	-0.00971823468961605	-0.0975477941668946	0.0298736313606556	-0.0356656172622142	0.143701629044575	0.114610079515291	-0.0101611508259542	-0.0468864205303757	-0.0136600910392507	0.0983125482181481	0.162578944945466	0.0145801026997291	-0.10975745146672
42	orphan-peak-10463	0.0221442429954183	-0.0458992470777662	-0.0196480337334705	0.0974814455618898	-0.0370910203163588	-0.149866370616091	-0.093838556411029	-0.0522908137261861	-0.0537850467263206	-0.0333408746490313	-0.0959552896300241	0.362856408760187	-0.0984476809040313
43	orphan-peak-10471	0.0524219513622581	0.03333584673935	-0.0856160614735583	0.12106025104655	-0.052507007580604	-0.0804219521845298	-0.0747820495123273	-0.0798493481319614	-0.0656727543311208	-0.0707987273795787	-0.0792783252820461	-0.0792620372997116	-0.0778010632088567
44	orphan-peak-10473	-0.138532894569252	-0.131796887451428	0.49173527031409	-0.0912815139463404	-0.0992181021029711	-0.10911583702123	-0.105042576805019	-0.142390717333041	-0.0308145857694507	-0.141490633227165	-0.141393854753962	0.229563129937988	-0.13881355928665
45	orphan-peak-10481	-0.0390131948784228	-0.135779751894889	-0.13133988498518	0.48876639223673	-0.0785955212897305	-0.123604488685703	-0.109210815968512	-0.139388837649024	-0.0838449424707364	-0.0190377303816541	-0.138411998461647	-0.0984013329575807	-0.135883594877315
46	orphan-peak-10489	-0.075376009787347	-0.147872752888782	0.0838302299752914	0.173624647693493	0.0854670460047077	-0.0217638689579119	-0.365188864500114	0.222020556624068	0.180961577384346	-0.282917359737645	0.0248814231908836	0.0621229747921427	0.0232720179535706
47	orphan-peak-10490	0.189223760720096	-0.0729281012318213	0.137046924543577	-0.202587252609996	0.148246258930792	0.477099196600465	-1.06493395331225	0.2748083959129	0.150032437961147	-0.728216695705448	-0.241878332127807	-0.559068555831184	-0.0578458539622106
48	orphan-peak-10492	0.0555778115322142	0.0574429177369988	-0.099215193798112	-0.0092876906746565	-0.0359686500103795	-0.0151604187849989	-0.0872974433972139	-0.125455835505025	0.263090609851299	0.0806716303201436	-0.0396113210579382	-0.124547277228957	-0.122286300798206
