gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11
23	AM1-000029	0.029595870101358	-0.018616549439811	-0.0117015139729248	0.00875031067972184	-0.0083759094582287	-0.00602856177920753	-0.0219803151139806	0.0191405531397165	-0.03094450793712	0.000950905847040495	-0.000111506822238976	0.00393749388832066
24	AM1-000030	-0.0396624918100888	-0.0197404826177647	-0.100007075023763	0.100525749379355	0.00591912045006315	0.107050307899635	-0.00546561376301741	-0.0112763892544451	-0.25241244288152	-0.0264031706560882	0.0796448755777815	0.407722597010814
25	AM1-000031	-0.0845154051397018	-0.0517212358841168	-0.0787790554272671	-0.102464247899414	-0.0725327840180922	-0.0162024950730039	-0.0518162302396397	-0.028968107935999	-0.0424472766269473	-0.0917552489385454	-0.0225919922144037	1.38889337754789
26	AM1-000032	-0.106095604192799	-0.0819746450356985	-0.241266618909321	0.249537231308037	-0.201300874642418	0.0481255545533696	-0.0096940060768399	-0.222408535501764	-0.436389535985144	0.619905817362715	0.788298596100156	-0.286811203908651
27	AM1-000033	-0.0942222707681152	0.0176373620807698	-0.136502528672916	0.146408299261371	0.0221181359254214	0.125348277457658	0.0187231402863197	-0.0333483347110851	-0.17477839254234	-0.0683449360496637	-0.0197974138475303	0.496098326246267
28	AM1-000034	-0.00624379923233964	-0.0321609437401227	-0.00231213952585356	0.0248718549991712	0.0361574321034676	0.0204799723064282	-0.00510117629881503	0.0120853577866994	-0.0894038396635229	-0.0211664359455919	-0.0243994582672892	0.197789387873211
29	AM1-000035	0.963709176315658	0.520264424651505	-0.196882001789867	-1.05869566496864	-0.651056677588607	-0.764422776240351	-0.626747749132425	-0.0608846519325006	-0.925977383562365	-0.990100633573741	-0.724549398027531	-0.58924985128889
30	AM1-000036	0.00882315598050781	-0.0132524865459751	0.0291201188481494	-0.0841486925010861	0.187097390298609	0.0202855221418191	0.00186224754121603	0.0119983129585623	-0.0821125091963733	-0.122531785125557	-0.0149433674578731	-0.0768176376352171
31	AM1-000037	-0.273277864344861	0.516258099189276	0.313332815112442	-0.78245487150255	-0.306016867638046	0.163116295022656	0.662377109221623	0.0162555848485078	-0.450103755101569	-0.813045810685954	0.250321754195444	-0.518863598077759
32	AM1-000038	0.00991099658330346	-0.00367313952206717	0.00164004071011883	-0.00369746376301706	-0.000506764795458847	-0.00353877084135693	-0.0034997027085293	-0.0029004226628834	-0.00347745327191216	-0.00346650609861879	-0.00346048586330927	-0.00340598221854791
33	AM1-000039	-0.025045628789409	-0.0232061215337304	-0.0342232057866492	-0.0280083361356877	-0.0323965984595078	0.0521765688565783	0.317409775538003	-0.0335076133744151	-0.0271257285952132	-0.00267462353859626	-0.0202941004614078	-0.0318427567518409
34	AM1-000040	-0.234152652813538	-0.113041836839526	-0.190041069688242	-0.250991309329832	-0.182334800046804	-0.161103727303594	1.7465750745319	-0.201358297874665	-0.17866679262439	-0.207014111231939	-0.172142521007863	-0.0867059840096024
35	AM1-000041	0.0202480316628091	0.0428426431444485	-0.17629085861282	0.122542273121285	-0.0376817703933571	0.145861322731195	0.271235341180948	-0.200078710810822	-0.233480240295367	-0.098911182044784	-0.0724288240968711	-0.0812289857450563
36	AM1-000042	0.196395536497975	-0.126878126396093	-0.00748135391848703	-0.362045421346242	0.0202378901331446	-0.0430165119192435	0.564211021800316	0.111076385284817	-0.297675715908958	-0.32458699337976	0.137340535653409	-0.295126015139819
37	AM1-000043	-0.177395317792782	-0.092971545855752	0.337642023002691	-0.312471859615758	0.159987415489255	0.394119310508467	0.709052666307446	-0.0574298712261444	-0.468114130127483	-0.407540511226733	-0.167522816305662	-0.200031810623429
38	AM1-000044	-0.00324132268236221	0.00626324380540225	-0.00278399478054302	-0.00224306529174796	0.000314741486440072	-0.00265822979653361	-0.000349905708224057	0.0084981588436556	-0.00261215587205958	0.00410835354530588	-0.00259940667412763	-0.00255845325028574
39	AM1-000045	-0.00797673853878165	-0.0104664028063046	-0.00146270799115119	-0.0100318275614624	-0.00602235264548429	0.0851451309327056	-0.0082004103943032	-0.00946163564247916	0.0066672658119016	-0.00182783550119897	-0.00939018639120691	0.013563119712518
40	AM1-000046	-0.0308818173406011	-0.0446453860572204	-0.112728924765944	-0.0863203726602406	-0.0700716296949916	0.679027607575553	0.0473309089110135	-0.0990184319739509	0.00984637974175348	-0.119788785429186	-0.136474858530505	-0.103324567003382
41	AM1-000047	-0.126235086416836	0.191961941834807	0.364310647545514	-0.296097682215736	0.136995405292286	0.0607024353542513	0.160679601594146	-0.0715252349712159	-0.864826603713798	-0.601013666891421	0.0423558465349763	0.316143948918856
42	AM1-000048	0.217679184913401	0.203423969495289	-0.201484063240985	-0.377812734939382	-0.0125056120965248	0.20162389716836	0.0250470104803082	0.200407526862225	-0.621036415421996	-0.426666083204749	-0.0917477175142072	-0.181110437409313
43	AM1-000049	0.0119282847693377	0.0358312868200523	-0.0560504250172893	0.0579757010445975	-0.068319323634604	-0.0163088456776451	-0.00807140455337219	-0.101738523845052	-0.15766274493307	0.0116050398492236	0.228694855460173	-0.0274604760358244
44	AM1-000050	0.033296665386016	-0.0132629194263453	-0.0177479681765114	-0.00990763075254841	-0.00488794721424254	0.0219046660738879	0.113641792115134	-0.00134624363570254	-0.139300386740267	-0.0581580304110278	0.0135350976805478	-0.0231291374166392
45	AM1-000051	0.0400854558365865	0.0699335380897407	-0.0964936327541335	0.0220069174055738	0.0615365625946125	0.000741072481821203	0.161795871723691	-0.0334372411357291	-0.296133182207138	-0.234433692086297	-0.00917579514532896	-0.0527157835045473
46	AM1-000052	0.016099481529183	-0.000543464499220965	-0.00780639047388143	-0.0123349815206991	0.00490418916179343	0.00306716531558228	-0.0134340635908075	0.0118539949732244	-0.0157341821366583	-0.0161036163579601	0.00897231057673703	-0.0158236593702471
47	AM1-000053	0.770921020885684	0.0939540090756764	-0.131654264228318	-0.723788507976468	-0.365724068383844	-0.55732034809948	-0.463645474895978	0.593625205035293	-0.651833224508853	-0.653548723091329	-0.369140780278127	-0.429528545727673
48	AM1-000054	0.186776076885511	0.119285714190729	-0.193174202012692	-0.150180257495754	0.0239008977066742	-0.0964483976283025	0.0918962254595727	0.115902128506248	-0.280922536092429	-0.158710153968914	-0.146288779834872	-0.252600473526358
49	AM1-000055	-0.0324543896013959	-0.0106355201549176	-0.0126891243616037	-0.00475410796660097	0.0631834875180217	0.0203892497049234	0.0183662245804228	0.0872687805205483	-0.184596551458921	-0.0687391932426215	-0.00964841358349264	0.324660920487797
50	AM1-000056	0.0459433231078457	-0.0366471826986053	-0.00925756063337494	-0.0169017737640135	0.00187290693533128	0.00932068774344956	-0.0269921259614384	0.111214390947804	-0.0647547681466892	-0.0340215686104214	-0.00871263640108264	-0.030173977898975
51	AM1-000057	-0.78348570205322	-0.280193365912328	-0.303244629929954	-0.664013308547994	-0.498966085000448	2.88425094030882	-0.437869734119511	-0.648083101872059	-0.622204841157603	-0.632339655477762	-0.65618714741317	-0.592690591995805
52	AM1-000058	-0.00777667157549249	-5.53943844455e-05	-0.00789645654819471	0.0190604894702612	-0.0110210241894292	0.0422194193553336	-0.014409058447353	-0.0118945746800624	-0.0143177957012996	-0.00581688489824143	0.0278067425249693	-0.0140246061724759
53	AM1-000059	-1.50896667703003	-1.03588371557889	-1.36893287818654	-1.48028546417422	-1.24379881010336	4.44666203593582	-1.14576153779171	-1.3353280701769	-1.3974485082417	-1.4224551718426	-1.14379744896877	-1.14393532020181
54	AM1-000060	-0.0227086145955368	-0.00399426898452346	-0.022247597150653	0.0162054470164962	0.0150187543288229	0.0378276600216375	0.0847953626808336	-0.0074637989818935	-0.0340772197086978	-0.034642972407929	0.0460613364704662	-0.0403911176242686
55	AM1-000061	-1.35334485706988	-0.731947340784017	-1.42902036176759	-1.32050846264135	-1.23008498333726	-0.177110615785921	4.31384765887404	-1.28244481342938	-1.21500740380663	-1.17771060297553	-0.938528140482619	-1.20335274397069
56	AM1-000062	0.0338474943995196	-0.00304773844198447	-0.0339512721163835	-0.107748584234167	-0.0105408424213275	-0.0103219105274776	0.228746496063045	0.026104401598404	-0.0925839976202119	-0.121232998224664	0.0506646588686168	0.0764757177534263
57	AM1-000063	-0.013710020307455	0.0101811483261939	-0.0382028033446972	0.0231427367433383	0.00310417169925645	-0.00678214386015397	0.0403527426575268	0.0304695299547898	-0.055022614941672	0.00370185132512024	0.0527280136266789	-0.031729370120824
58	AM1-000064	0.0892668804576024	-0.0110704384634694	0.0277593472614097	-0.183217171284073	0.0154109955096686	0.0895324635668884	0.115693792151829	0.118573738855167	-0.253526600849131	-0.223473900395887	0.103608708567225	-0.206148816792111
59	AM1-000065	-0.26202767813981	-0.0142387393083843	-0.240239933722831	0.189918218180412	0.31942761155477	0.632798542716061	0.603398481130475	-0.172735588850765	-0.870105215165681	-0.561306750808394	-0.222450550149187	0.28352375080144
60	AM1-000066	-0.00305401528179039	-0.00659369227031631	-0.00650029418712914	-0.00614336495308709	0.066769952776325	0.00253768320144159	-0.00859852840639145	-0.0149709252327069	-0.0188069450067131	-0.0139277456161437	-0.00319364349257419	0.0126374769715728
61	AM1-000067	0.00551613265513828	0.00222148495595552	-0.00675865600369257	0.00297994329342853	0.00594026275771543	-0.00306796041464243	-0.00827159259871531	-0.00448828692415861	-0.0077710434672079	-0.00484649624469663	0.00314857592923698	-0.00746195730536388
62	AM1-000068	-0.0222042608108653	0.219368667405501	-0.095520414332692	-0.0742301191168102	0.0522853055410554	-0.0716648306119254	0.213628905368957	-0.0608391110002338	-0.256484470582141	-0.241313173149575	-0.045072790412233	-0.0576819096278943
63	AM1-000069	0.0311524824662775	0.00272510209255219	-0.0382466331529988	-0.0281682277874006	0.052721675583869	-0.0174911856855954	0.00251209886829273	-0.00564298640508899	-0.024518687251454	0.00639950227936362	-0.0155835142959563	-0.0464920135873249
64	AM1-000070	0.0180954128375015	0.0436546327467786	-0.0733567468664605	-0.0272224916777499	0.0245942551776232	0.00410154756967185	0.080086545198312	0.0968294744852456	-0.133668414391704	-0.110974325174477	0.0385187938353395	-0.112442478039643
65	AM1-000071	-0.0102047209969904	-0.00601387515754005	-0.00978190124450445	-0.0138549416564737	0.0886126530795605	0.00780763880702588	-0.00817384615923814	0.0165810848186561	-0.0172443680024611	-0.0177372484234419	-0.0177065959076921	-0.00918630874301128
66	AM1-000072	-0.0384403806676478	-0.0125786036493917	-0.0310494792101664	0.00345368343315869	0.243770613734446	0.00358488782601558	-0.0576877507784853	0.0110955602155235	-0.057874576471536	-0.0278132490373112	-0.0126336217353655	-0.0494899705163477
67	AM1-000073	-0.150593900220802	-0.0802214482594621	-0.281711513717442	0.530151663733269	-0.239455659106328	-0.017337810130484	-0.356484901096662	-0.196233900536951	-0.730610150055757	0.752216797557041	0.78698677394087	-0.303433935992094
68	AM1-000074	-0.00908860820476305	-0.0084911528310629	-0.00780849857781843	-0.00779024000298128	-0.00757274087321754	0.0969845353767116	-0.00737413309271813	-0.00734713183499753	-0.00732731435061757	0.0123551524776096	-0.00729160986676055	-0.00717691481915425
69	AM1-000075	-0.0120033978627686	0.0968309540943066	0.0232931027946559	-0.111155284284986	-0.0799801461757683	0.0375972066714965	0.122596300625826	0.132439860339321	-0.265135695218869	-0.274942553702852	0.00248838252568784	0.257940149424356
70	AM1-000076	-0.34069874475555	-0.402073281875594	1.25757371120348	-0.673933338134834	-0.292678246794733	0.468302110027512	0.818196291970507	-0.323936998084704	-1.64582242627064	-0.928684231749111	0.421764059037899	0.00570098204368197
71	AM1-000077	-0.0321306854606225	0.266195927332483	0.0660585018215182	-0.330675972020122	0.0461133613844819	0.256665364730561	-0.152523179562983	-0.0386837101374869	-0.509913963445045	-0.319110544785694	-0.27233297207096	0.531949495608771
72	AM1-000080	-0.0205413193703084	0.000374046212116536	0.0400950855025487	-0.0546870552758935	-0.00212634935653214	0.0243725932441824	0.0752585134666775	0.0440027676037905	-0.0509530099394118	-0.0850822670746993	0.0768755507642593	0.00600227946951853
73	AM1-000081	-0.0937377491975697	-0.0681440855580872	0.371330176763944	-0.281667520092864	0.0774584828401313	0.0930632301146841	0.488423685248453	-0.0526918249868027	-0.335215191517813	-0.372720737439991	0.207553468050471	-0.319242835396055
74	AM1-000082	0.00900671119647002	0.019276430183976	-0.0301535158426156	-0.0380032096049203	0.13370685284476	-0.0445093658250191	-0.0222714130777971	0.0806684232863774	-0.107365236927371	-0.0619815849422684	-0.00494285404101993	-0.0419907576233264
75	AM1-000083	0.0340367317649548	-0.0157176797092663	0.0366383180940185	-0.0303254361584498	0.00534654880759772	-0.028984999120162	-0.0121407398907078	0.0361336663299006	-0.0304087537622052	-0.0319178634451153	-0.0249263664449607	-0.0321360151195045
76	AM1-000084	-0.0011534252928333	0.00363090158973014	-0.000990583918892763	-0.000988262177245091	-0.000960607183353908	0.00258449898782675	-0.000935357401296961	-0.000931924860330394	-0.000929405593848573	-0.000926477208758494	-0.000924866793821874	-0.000910287274838092
77	AM1-000085	0.91984891371819	-0.349118776387756	-0.51563264466079	-0.537503568994091	-0.215729265163432	-0.415852420020144	-0.349900576004195	-0.00292537572585816	-0.527444631660522	-0.464632651634165	0.758496197681113	-0.47747047570358
78	AM1-000086	-0.0689424316649116	-0.0144031692029779	-0.129420573231613	-0.15405420160209	0.775305847258963	-0.0703569032137684	-0.0719762302231978	-0.10244015507455	-0.144896972716821	-0.164192425718531	-0.116833441130501	-0.0272188947471158
79	AM1-000087	-0.109803612754633	-0.0694447380686105	-0.0149988431388607	0.153887550395339	-0.0154650311057374	0.114940089043028	0.366092268960888	0.0425988033847335	-0.170333189656395	-0.0482261757393354	-0.0179017347075117	-0.101933078620674
80	AM1-000088	0.248848003287653	-0.0482527183972004	0.110723397192347	-0.170107691364617	0.0247372029895675	-0.115153015218008	-0.109715281098366	-0.122072844533784	-0.204923984508274	-0.181743552699098	-0.0722600638790604	-0.0875571596370942
81	AM1-000089	-0.173705171547611	-0.0488222997132084	0.236621347415293	0.54535608791225	0.318542752692224	-0.205804106431398	-0.277553720016219	0.0555444393690623	-1.32252312032159	-0.229968296607862	-0.0556794489091201	0.0262514037266
82	AM1-000090	-0.00211994829468818	-0.00516720536864017	0.00491751994903214	0.00562406030194645	0.00931094985609661	0.00534629104100011	0.011136862267269	-0.00650562421231923	-0.00557767713275181	-0.00828247252255146	-0.0103335854217487	-0.00380637048840631
83	AM1-000091	0.111953036926054	0.0345165297288496	0.00820624517596702	-0.257101151582353	-0.10664950607972	0.014118037939008	0.348679461095648	0.0347085354025662	-0.329534804372547	-0.22766804348107	0.115870128108341	-0.0651659458253671
84	AM1-000092	-0.0130439896371015	0.0207891483380011	0.0433588149300335	-0.0420331521815333	0.15509679567173	0.0495793196080462	-0.0374928502583293	0.0609140407743856	-0.176684269449697	-0.121553676643985	-0.0374697326091448	-0.130530334555688
85	AM1-000093	-0.223458280694837	0.175937859076717	-0.0856220682392908	0.505458564217113	-0.0769523825695713	-0.0422112571220967	-0.195231819487361	-0.211530162133249	-0.279952717173983	0.240236831776478	-0.14611964223033	-0.101037935965109
86	AM1-000094	0.00480587527755205	0.0126340140007787	0.0569354747732718	-0.0274670944560621	0.311335970705844	0.0604015797023525	-0.0834802616220306	-0.0139670802849026	-0.567256632906876	-0.310219463908021	0.00885906566333317	0.11328019981347
87	AM1-000095	-0.185647848703199	-0.057817411243353	-0.0260048096863308	0.0418623747290188	0.0866095587949147	0.134872610047085	0.109255393654987	-0.0189114744571414	-0.683563387304821	-0.245550032154184	-0.0233514937182011	1.37216625920476
88	AM1-000096	0.480143435806998	0.0250634951233626	-0.147474414827052	-0.297438645260358	-0.18780915717895	-0.120899508968759	-0.222274871844946	0.03108659516045	-0.254450466199636	-0.286264278593469	-0.139027702455006	-0.198364525864004
89	AM1-000097	0.416690261733493	-0.202033027565503	0.509350420949507	-0.772194894424142	-0.0369551920909617	-0.539573201474505	-0.462291161073281	1.11611353619249	-0.731028544559991	-0.723126044270216	-0.365844644798636	-0.590654877347552
90	AM1-000099	-0.268912640627543	0.733182808102847	0.19469724277365	-0.325836574318526	-0.225995056524097	-0.23003280398716	-0.0969000769842099	-0.127640486229023	-0.315240229322089	-0.294747434796381	-0.182164735740116	-0.165416000760104
91	AM1-000100	-0.0777976928649963	0.0389698194520502	-0.018596373174311	-0.109047589004228	0.265595452445207	0.174143326225221	0.188924169351364	-0.103025417547061	-0.203157335667241	-0.201869791981214	0.0448046040746447	-0.112270047635768
92	AM1-000101	-0.0280859969599675	-0.000982881455117282	-0.0255432896775107	-0.0452444601803264	0.0507251662745479	0.0428869910888593	0.241121516852711	-0.0291921960222797	-0.0790345603886536	-0.0883269720920076	0.0154175030892358	0.0126588263261403
93	AM1-000102	0.0647708797723759	0.0356347064715829	0.0117477362954558	-0.073917635786964	0.0209140589634988	-0.042319053076	-0.0580353377615467	-0.0369240039191264	-0.0793177331906282	-0.0712813704260861	-0.0131813767207152	0.0265740895584186
94	AM1-000103	-0.0655769534848794	0.0833878430826751	0.0159552694343895	-0.063004088477205	0.191768005549488	-0.0313692553208882	-0.0247275844667305	-0.00211458164661535	-0.0837831387010605	-0.0654422339262483	-0.0135218789440592	-0.0521948944529388
95	AM1-000104	-0.00066998052006427	0.0528757531073201	-0.0406047980439309	0.0233851401718369	-0.0316326485291182	0.0579126484561369	0.00526690703404523	-0.0224214429902213	-0.103537295124417	-0.0555798738585098	0.0357391792332003	-0.0595691161762913
96	AM1-000105	0.114032780212949	0.0727702177105904	-0.0998310214258403	-0.209410755415512	-0.131966279563575	0.118396635829832	0.14460475169172	0.138280506704451	-0.104229734182776	-0.224666558098627	-0.0299658151597251	-0.103631553797745
97	AM1-000106	0.0012142351584651	-0.00208274193245183	-0.00161169145087024	-0.00191046893103549	-0.00185702400616228	-0.00182842415104317	-0.00147903973050799	-0.0018015926971599	0.0227651431372598	-0.00179106447779183	-0.00178795215678928	-0.00175977533131923
98	AM1-000107	-0.0058901136707062	-0.00500962002356914	-0.00509922268177057	-0.0102563352257135	0.00189968225046222	-0.0111799452659536	0.0786318525461467	0.0196463634775556	-0.0148620565919173	-0.0148154536611823	0.00722648514253364	-0.00653537584457857
99	AM1-000108	-0.0523392653111174	-0.0161541523351972	-0.0486196284075268	0.0747133005554509	0.0916231537214438	0.248706933256184	0.260499445365937	-0.0885925449395166	-0.650002113208664	-0.197597615613589	0.0327793040317831	0.234589998512352
100	AM1-000109	0.0441829305979088	0.0238942173954881	-0.00647378994227892	-0.0765526480030172	-0.0402665057602959	-0.00549578504535814	0.110937422540878	0.0140286729815309	-0.102109971004256	-0.0688980054587569	0.0274818681066673	-0.0478577723876786
101	AM1-000110	-0.0915958683417336	-0.0992867433662544	-0.0708188340438319	0.348118852866856	-0.0680910690975338	-0.0576127438562244	0.0104105946731564	-0.0781256874310809	-0.0733290070413999	0.406424391954356	-0.0607472336999316	-0.034439286120532
102	AM1-000111	0.285066084057902	0.436130887059458	0.110295150089484	-0.904771982873923	0.154823458908104	-0.0778531674197018	0.032537402338856	0.14456413577535	-1.04516753964604	-1.00252518745336	-0.318426341056455	-0.534322233517147
103	AM1-000112	-0.0197030760351157	0.101947265360831	-0.0282853755151973	-0.027019846557876	-0.0142987203624838	-0.0268436390715451	-0.00813647406915004	-0.018350406314124	-0.0230643773696038	-0.0242846770436099	-0.016940692438629	-0.00974251943448388
104	AM1-000113	-0.0484758084110735	-0.0344226931189201	0.00324975252885067	-0.0314989261361601	-0.0163227299675944	0.000609336797060989	0.413133292771855	-0.0519240961060393	-0.0823163150198392	-0.0685391284310697	0.0515790113832364	0.032360257348083
105	AM1-000114	0.0847958275833374	0.0410647190083276	-0.0242606133636402	-0.0773302234310597	-0.0303364342280145	-0.0482757797206891	-0.0326213577174583	0.0644224073994508	-0.116851578118126	-0.0599017054492875	0.0140988027225592	-0.086640888810542
106	AM1-000115	-0.00162611593728483	0.0161054016760862	0.0015772785845062	-0.0415161011835819	0.00425355641072724	0.0478748936536075	0.0243633393279459	0.0394107260168429	-0.0497266676167528	-0.044282176247936	0.00574883329370161	-0.0382995683240303
107	AM1-000116	0.12078220665345	0.082917652379934	0.14984269532912	-0.528858359750784	-0.131244580225723	-0.128318417288747	0.464076646608768	0.153805427322447	-0.406495778320525	-0.528133105307154	0.356965638467903	-0.286769435120081
108	AM1-000117	0.0427384077254958	-0.0212651082921988	-0.0899188174414316	0.135008180037359	0.0483532730864182	-0.101141024416119	0.0531517225360565	-0.0130786837078932	-0.15284307960715	-0.00366089225653174	-0.0819055696801562	0.0185634058224474
109	AM1-000118	-0.0018143708772854	0.000343780054838145	0.00515759260091012	-0.00390134531289478	-0.00119904409858968	0.0218975955432191	-0.00559377846814162	-0.00662242176137911	-0.00706524083564452	0.00616617844887599	-0.00703081027238804	-0.0060494722021534
110	AM1-000119	-0.0163336609885802	-0.00699974778966097	-0.0105012899529585	-0.0335550909585165	0.162790938261307	0.00659798780780543	0.00155120056844579	-0.00450891972481179	-0.037686397220167	-0.0303294338624113	-0.0357934160260557	-0.00624696015293662
111	AM1-000120	-0.104543948683231	-0.103843822210854	-0.105985542456093	-0.140401334690785	-0.10093724860866	-0.0830353042250313	1.16005938926161	0.0122042796067636	-0.098237017937415	-0.105221796969392	-0.103251422592128	-0.139372751497271
112	AM1-000121	-0.00197246698049036	-0.00184250453607238	-0.00169406061088462	-0.00169009101822563	0.000254593449407171	0.00349348995601574	0.00256748754690767	0.0173863140088306	-0.00158945959023616	-0.00158445263884359	-0.00158169914910009	-0.000529715642978587
113	AM1-000122	-0.0222419059165285	-0.00237985872373203	-0.0173317801746821	-0.0185054331589136	-0.00728925201919361	-0.0293696192849482	0.226836379308202	-0.0071805503908483	-0.0114576994668029	-0.0199881477868284	0.00561536185692646	-0.0264906880151329
114	AM1-000123	-0.00615102311467369	-0.00925765659716909	-0.0141735587113808	-0.000652690352437804	-0.0136042279590777	-0.0139612468036802	0.128176051338115	-0.015107759918364	0.0100135565875054	0.0073445728766631	-0.0148460917380321	-0.0154815694540356
